Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
PLSTM38[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02114,,,,,
PLSTM39,WORD,Pulse Timer 39,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02115,,,,,
PLSTM39[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02115,,,,,
PLSTM39[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02116,,,,,
PLSTM39[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02117,,,,,
PLSTM40,WORD,Pulse Timer 40,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02118,,,,,
PLSTM40[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02118,,,,,
PLSTM40[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02119,,,,,
PLSTM40[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02120,,,,,
PLSTM41,WORD,Pulse Timer 41,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02121,,,,,
PLSTM41[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02121,,,,,
PLSTM41[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02122,,,,,
PLSTM41[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02123,,,,,
PLSTM42,WORD,Pulse Timer 42,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02124,,,,,
PLSTM42[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02124,,,,,
PLSTM42[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02125,,,,,
PLSTM42[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02126,,,,,
PLSTM43,WORD,Pulse Timer 43,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02127,,,,,
PLSTM43[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02127,,,,,
PLSTM43[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02128,,,,,
PLSTM43[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02129,,,,,
PLSTM44,WORD,Pulse Timer 44,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02130,,,,,
PLSTM44[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02130,,,,,
PLSTM44[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02131,,,,,
PLSTM44[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02132,,,,,
PLSTM45,WORD,Pulse Timer 45,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02133,,,,,
PLSTM45[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02133,,,,,
PLSTM45[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02134,,,,,
PLSTM45[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02135,,,,,
PLSTM46,WORD,Pulse Timer 46,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02136,,,,,
PLSTM46[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02136,,,,,
PLSTM46[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02137,,,,,
PLSTM46[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02138,,,,,
PLSTM47,WORD,Pulse Timer 47,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02139,,,,,
PLSTM47[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02139,,,,,
PLSTM47[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02140,,,,,
PLSTM47[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02141,,,,,
PLSTM48,WORD,Pulse Timer 48,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02142,,,,,
PLSTM48[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02142,,,,,
PLSTM48[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02143,,,,,
PLSTM48[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02144,,,,,
PLSTM49,WORD,Pulse Timer 49,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02145,,,,,
PLSTM49[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02145,,,,,
PLSTM49[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02146,,,,,
PLSTM49[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02147,,,,,
PLSTM50,WORD,Pulse Timer 50,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02148,,,,,
PLSTM50[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02148,,,,,
PLSTM50[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02149,,,,,
PLSTM50[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02150,,,,,
PLSTM51,WORD,Pulse Timer 51,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02151,,,,,
PLSTM51[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02151,,,,,
PLSTM51[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02152,,,,,
PLSTM51[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02153,,,,,
PLSTM52,WORD,Pulse Timer 52,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02154,,,,,
PLSTM52[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02154,,,,,
PLSTM52[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02155,,,,,
PLSTM52[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02156,,,,,
PLSTM53,WORD,Pulse Timer 53,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02157,,,,,
PLSTM53[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02157,,,,,
PLSTM53[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02158,,,,,
PLSTM53[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02159,,,,,
PLSTM54,WORD,Pulse Timer 54,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02160,,,,,
PLSTM54[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02160,,,,,
PLSTM54[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02161,,,,,
PLSTM54[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02162,,,,,
PLSTM55,WORD,Pulse Timer 55,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02163,,,,,
PLSTM55[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02163,,,,,
PLSTM55[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02164,,,,,
PLSTM55[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02165,,,,,
PLSTM56,WORD,Pulse Timer 56,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02166,,,,,
PLSTM56[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02166,,,,,
PLSTM56[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02167,,,,,
PLSTM56[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02168,,,,,
PLSTM57,WORD,Pulse Timer 57,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02169,,,,,
PLSTM57[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02169,,,,,
PLSTM57[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02170,,,,,
PLSTM57[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02171,,,,,
PLSTM58,WORD,Pulse Timer 58,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02172,,,,,
PLSTM58[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02172,,,,,
PLSTM58[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02173,,,,,
PLSTM58[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02174,,,,,
PLSTM59,WORD,Pulse Timer 59,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02175,,,,,
PLSTM59[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02175,,,,,
PLSTM59[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02176,,,,,
PLSTM59[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02177,,,,,
PLSTM60,WORD,Pulse Timer 60,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02178,,,,,
PLSTM60[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02178,,,,,
PLSTM60[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02179,,,,,
PLSTM60[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02180,,,,,
PLSTM61,WORD,Pulse Timer 61,,YES,,Decimal,3,0,False,NO,16,"0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02181,,,,,
PLSTM61[0],WORD,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02181,,,,,
PLSTM61[1],WORD,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02182,,,,,
PLSTM61[2],WORD,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02183,,,,,
PLSTM62,WORD,Pulse Timer 62,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02184,,,,,
PLSTM62[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02184,,,,,
PLSTM62[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02185,,,,,
PLSTM62[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02186,,,,,
PLSTM63,WORD,Pulse Timer 63,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02187,,,,,
PLSTM63[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02187,,,,,
PLSTM63[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02188,,,,,
PLSTM63[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02189,,,,,
PLSTM64,WORD,Pulse Timer 64,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02190,,,,,
PLSTM64[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02190,,,,,
PLSTM64[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02191,,,,,
PLSTM64[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02192,,,,,
PLSTM65,WORD,Pulse Timer 65,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02193,,,,,
PLSTM65[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02193,,,,,
PLSTM65[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02194,,,,,
PLSTM65[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02195,,,,,
PLSTM66,WORD,Pulse Timer 66,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02196,,,,,
PLSTM66[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02196,,,,,
PLSTM66[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02197,,,,,
PLSTM66[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02198,,,,,
PLSTM67,WORD,Pulse Timer 67,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02199,,,,,
PLSTM67[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02199,,,,,
PLSTM67[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02200,,,,,
PLSTM67[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02201,,,,,
PLSTM68,WORD,Pulse Timer 68,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02202,,,,,
PLSTM68[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02202,,,,,
PLSTM68[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02203,,,,,
PLSTM68[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02204,,,,,
PLSTM69,WORD,Pulse Timer 69,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02205,,,,,
PLSTM69[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02205,,,,,
PLSTM69[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02206,,,,,
PLSTM69[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02207,,,,,
PLSTM70,WORD,Pulse Timer 70,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02208,,,,,
PLSTM70[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02208,,,,,
PLSTM70[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02209,,,,,
PLSTM70[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02210,,,,,
PLSTM71,WORD,Pulse Timer 71,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02211,,,,,
PLSTM71[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02211,,,,,
PLSTM71[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02212,,,,,
PLSTM71[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02213,,,,,
PLSTM72,WORD,Pulse Timer 72,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02214,,,,,
PLSTM72[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02214,,,,,
PLSTM72[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02215,,,,,
PLSTM72[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02216,,,,,
PLSTM73,WORD,Pulse Timer 73,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02217,,,,,
PLSTM73[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02217,,,,,
PLSTM73[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02218,,,,,
PLSTM73[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02219,,,,,
PLSTM74,WORD,Pulse Timer 74,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02220,,,,,
PLSTM74[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02220,,,,,
PLSTM74[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02221,,,,,
PLSTM74[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02222,,,,,
PLSTM75,WORD,Pulse Timer 75,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02223,,,,,
PLSTM75[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02223,,,,,
PLSTM75[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02224,,,,,
PLSTM75[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02225,,,,,
PLSTM76,WORD,Pulse Timer 76,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02226,,,,,
PLSTM76[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02226,,,,,
PLSTM76[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02227,,,,,
PLSTM76[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02228,,,,,
PLSTM77,WORD,Pulse Timer 77,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02229,,,,,
PLSTM77[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02229,,,,,
PLSTM77[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02230,,,,,
PLSTM77[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02231,,,,,
PLSTM78,WORD,Pulse Timer 78,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02232,,,,,
PLSTM78[0],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02232,,,,,
PLSTM78[1],WORD,,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02233,,,,,
PLSTM78[2],WORD,,,YES,,Decimal,0,0,False,NO,16,160,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02234,,,,,
PLSTM79,WORD,Pulse Timer 79,,YES,,Decimal,3,0,False,NO,16,"50, 50, 160",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R02235,,,,,
