Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
AFT_DRAFT,INT,Aft Draft,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%AI0138,,,,,
AFT_DRAFT_AI_TEMP,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01900,,,,,
AFT_DRAFT_AMP_ZERO,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01300,,,,,
AFT_DRAFT_CURRENT,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01500,,,,,
AFT_DRAFT_INCHES,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00111,,,,,
AFT_DRAFT_SCALE,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01700,,,,,
AFT_DRAFT_SETPOINT,WORD,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00113,,,,,
AI0137,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%AI0137,,,,,
ALM_ECOPC1_ACKN,BOOL,Cimplicity Alarm Acknowlege,,YES,,On / Off,0,0,False,NO,,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%G00479,,,,,
ALM_ECOPC2_ACKN,BOOL,Cimplicity Alarm Acknowlege,,YES,,On / Off,0,0,False,NO,,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%G00480,,,,,
BS_1P_OFFSET,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00024,,,,,
BS_1P_TANK_AI_TEMP,INT,,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01846,,,,,
BS_1P_TANK_AMP_ZERO,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01246,,,,,
BS_1P_TANK_CURRENT,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01446,,,,,
BS_1P_TANK_GRAVITY,REAL,Ballast #1-P Tank Gravity,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00546,,,,,
BS_1P_TANK_INCH,INT,Ballast #1-P Tank Inches,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00646,,,,,
BS_1P_TANK_INCHES,INT,BS #1-P Tank Level,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%AI0013,,,,,
BS_1P_TANK_LEVEL,DINT,Ballast #1-P Tank Volume ,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00346,,,,,
BS_1P_TANK_MAX_INCH,INT,Ballast #1-P Tank Max Inch ,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00746,,,,,
BS_1P_TANK_MAX_VOL,DINT,Ballast #1-P Tank Max Vol,,YES,,Decimal,0,0,False,NO,32,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00846,,,,,
BS_1P_TANK_PERCENT,INT,Ballast #1-P Tank Percentage,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R00446,,,,,
BS_1P_TANK_SCALE,REAL,,,YES,,General format,0,0,False,NO,7,0.0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01646,,,,,
BS_1P_TANK_TABLE,WORD,Ballast #1-P Tank Volume,,YES,,Decimal,300,0,False,NO,16,"82, 122, 163, 206, 250, 297, 345, 394, 445, 497, 550, 604, 657, 705, 755, 804, 854, 904, 955, 1005, 1055, 1105, 1155, 1205, 1254, 1304, 1353, 1402, 1451, 1500, 1549, 1597, 1646, 1694, 1742, 1790, ",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[000],WORD,Ballast #1-P Tank Volume @ 0,,YES,,Decimal,0,0,False,NO,16,82,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[001],WORD,Ballast #1-P Tank Volume @ 1,,YES,,Decimal,0,0,False,NO,16,122,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[002],WORD,Ballast #1-P Tank Volume @ 2,,YES,,Decimal,0,0,False,NO,16,163,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[003],WORD,Ballast #1-P Tank Volume @ 3,,YES,,Decimal,0,0,False,NO,16,206,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[004],WORD,Ballast #1-P Tank Volume @ 4,,YES,,Decimal,0,0,False,NO,16,250,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[005],WORD,Ballast #1-P Tank Volume @ 5,,YES,,Decimal,0,0,False,NO,16,297,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[006],WORD,Ballast #1-P Tank Volume @ 6,,YES,,Decimal,0,0,False,NO,16,345,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[007],WORD,Ballast #1-P Tank Volume @ 7,,YES,,Decimal,0,0,False,NO,16,394,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[008],WORD,Ballast #1-P Tank Volume @ 8,,YES,,Decimal,0,0,False,NO,16,445,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[009],WORD,Ballast #1-P Tank Volume @ 9,,YES,,Decimal,0,0,False,NO,16,497,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[010],WORD,Ballast #1-P Tank Volume @ 10,,YES,,Decimal,0,0,False,NO,16,550,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[011],WORD,Ballast #1-P Tank Volume @ 11,,YES,,Decimal,0,0,False,NO,16,604,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[012],WORD,Ballast #1-P Tank Volume @ 12,,YES,,Decimal,0,0,False,NO,16,657,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[013],WORD,Ballast #1-P Tank Volume @ 13,,YES,,Decimal,0,0,False,NO,16,705,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[014],WORD,Ballast #1-P Tank Volume @ 14,,YES,,Decimal,0,0,False,NO,16,755,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[015],WORD,Ballast #1-P Tank Volume @ 15,,YES,,Decimal,0,0,False,NO,16,804,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[016],WORD,Ballast #1-P Tank Volume @ 16,,YES,,Decimal,0,0,False,NO,16,854,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[017],WORD,Ballast #1-P Tank Volume @ 17,,YES,,Decimal,0,0,False,NO,16,904,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[018],WORD,Ballast #1-P Tank Volume @ 18,,YES,,Decimal,0,0,False,NO,16,955,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[019],WORD,Ballast #1-P Tank Volume @ 19,,YES,,Decimal,0,0,False,NO,16,1005,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[020],WORD,Ballast #1-P Tank Volume @ 20,,YES,,Decimal,0,0,False,NO,16,1055,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[021],WORD,Ballast #1-P Tank Volume @ 21,,YES,,Decimal,0,0,False,NO,16,1105,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[022],WORD,Ballast #1-P Tank Volume @ 22,,YES,,Decimal,0,0,False,NO,16,1155,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[023],WORD,Ballast #1-P Tank Volume @ 23,,YES,,Decimal,0,0,False,NO,16,1205,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[024],WORD,Ballast #1-P Tank Volume @ 24,,YES,,Decimal,0,0,False,NO,16,1254,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[025],WORD,Ballast #1-P Tank Volume @ 25,,YES,,Decimal,0,0,False,NO,16,1304,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[026],WORD,Ballast #1-P Tank Volume @ 26,,YES,,Decimal,0,0,False,NO,16,1353,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[027],WORD,Ballast #1-P Tank Volume @ 27,,YES,,Decimal,0,0,False,NO,16,1402,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[028],WORD,Ballast #1-P Tank Volume @ 28,,YES,,Decimal,0,0,False,NO,16,1451,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[029],WORD,Ballast #1-P Tank Volume @ 29,,YES,,Decimal,0,0,False,NO,16,1500,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[030],WORD,Ballast #1-P Tank Volume @ 30,,YES,,Decimal,0,0,False,NO,16,1549,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[031],WORD,Ballast #1-P Tank Volume @ 31,,YES,,Decimal,0,0,False,NO,16,1597,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[032],WORD,Ballast #1-P Tank Volume @ 32,,YES,,Decimal,0,0,False,NO,16,1646,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[033],WORD,Ballast #1-P Tank Volume @ 33,,YES,,Decimal,0,0,False,NO,16,1694,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[034],WORD,Ballast #1-P Tank Volume @ 34,,YES,,Decimal,0,0,False,NO,16,1742,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[035],WORD,Ballast #1-P Tank Volume @ 35,,YES,,Decimal,0,0,False,NO,16,1790,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[036],WORD,Ballast #1-P Tank Volume @ 36,,YES,,Decimal,0,0,False,NO,16,1838,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[037],WORD,Ballast #1-P Tank Volume @ 37,,YES,,Decimal,0,0,False,NO,16,1886,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[038],WORD,Ballast #1-P Tank Volume @ 38,,YES,,Decimal,0,0,False,NO,16,1935,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[039],WORD,Ballast #1-P Tank Volume @ 39,,YES,,Decimal,0,0,False,NO,16,1983,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[040],WORD,Ballast #1-P Tank Volume @ 40,,YES,,Decimal,0,0,False,NO,16,2031,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[041],WORD,Ballast #1-P Tank Volume @ 41,,YES,,Decimal,0,0,False,NO,16,2080,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[042],WORD,Ballast #1-P Tank Volume @ 42,,YES,,Decimal,0,0,False,NO,16,2128,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[043],WORD,Ballast #1-P Tank Volume @ 43,,YES,,Decimal,0,0,False,NO,16,2177,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[044],WORD,Ballast #1-P Tank Volume @ 44,,YES,,Decimal,0,0,False,NO,16,2226,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[045],WORD,Ballast #1-P Tank Volume @ 45,,YES,,Decimal,0,0,False,NO,16,2275,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[046],WORD,Ballast #1-P Tank Volume @ 46,,YES,,Decimal,0,0,False,NO,16,2323,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[047],WORD,Ballast #1-P Tank Volume @ 47,,YES,,Decimal,0,0,False,NO,16,2372,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[048],WORD,Ballast #1-P Tank Volume @ 48,,YES,,Decimal,0,0,False,NO,16,2421,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[049],WORD,Ballast #1-P Tank Volume @ 49,,YES,,Decimal,0,0,False,NO,16,2471,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[050],WORD,Ballast #1-P Tank Volume @ 50,,YES,,Decimal,0,0,False,NO,16,2521,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[051],WORD,Ballast #1-P Tank Volume @ 51,,YES,,Decimal,0,0,False,NO,16,2572,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[052],WORD,Ballast #1-P Tank Volume @ 52,,YES,,Decimal,0,0,False,NO,16,2623,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[053],WORD,Ballast #1-P Tank Volume @ 53,,YES,,Decimal,0,0,False,NO,16,2675,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[054],WORD,Ballast #1-P Tank Volume @ 54,,YES,,Decimal,0,0,False,NO,16,2727,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[055],WORD,Ballast #1-P Tank Volume @ 55,,YES,,Decimal,0,0,False,NO,16,2779,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[056],WORD,Ballast #1-P Tank Volume @ 56,,YES,,Decimal,0,0,False,NO,16,2832,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[057],WORD,Ballast #1-P Tank Volume @ 57,,YES,,Decimal,0,0,False,NO,16,2885,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[058],WORD,Ballast #1-P Tank Volume @ 58,,YES,,Decimal,0,0,False,NO,16,2939,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[059],WORD,Ballast #1-P Tank Volume @ 59,,YES,,Decimal,0,0,False,NO,16,2993,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[060],WORD,Ballast #1-P Tank Volume @ 60,,YES,,Decimal,0,0,False,NO,16,3048,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[061],WORD,Ballast #1-P Tank Volume @ 61,,YES,,Decimal,0,0,False,NO,16,3103,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[062],WORD,Ballast #1-P Tank Volume @ 62,,YES,,Decimal,0,0,False,NO,16,3159,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[063],WORD,Ballast #1-P Tank Volume @ 63,,YES,,Decimal,0,0,False,NO,16,3215,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[064],WORD,Ballast #1-P Tank Volume @ 64,,YES,,Decimal,0,0,False,NO,16,3272,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[065],WORD,Ballast #1-P Tank Volume @ 65,,YES,,Decimal,0,0,False,NO,16,3330,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[066],WORD,Ballast #1-P Tank Volume @ 66,,YES,,Decimal,0,0,False,NO,16,3388,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[067],WORD,Ballast #1-P Tank Volume @ 67,,YES,,Decimal,0,0,False,NO,16,3449,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[068],WORD,Ballast #1-P Tank Volume @ 68,,YES,,Decimal,0,0,False,NO,16,3511,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[069],WORD,Ballast #1-P Tank Volume @ 69,,YES,,Decimal,0,0,False,NO,16,3574,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[070],WORD,Ballast #1-P Tank Volume @ 70,,YES,,Decimal,0,0,False,NO,16,3639,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[071],WORD,Ballast #1-P Tank Volume @ 71,,YES,,Decimal,0,0,False,NO,16,3706,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[072],WORD,Ballast #1-P Tank Volume @ 72,,YES,,Decimal,0,0,False,NO,16,3773,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[073],WORD,Ballast #1-P Tank Volume @ 73,,YES,,Decimal,0,0,False,NO,16,3843,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[074],WORD,Ballast #1-P Tank Volume @ 74,,YES,,Decimal,0,0,False,NO,16,3913,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[075],WORD,Ballast #1-P Tank Volume @ 75,,YES,,Decimal,0,0,False,NO,16,3985,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[076],WORD,Ballast #1-P Tank Volume @ 76,,YES,,Decimal,0,0,False,NO,16,4058,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[077],WORD,Ballast #1-P Tank Volume @ 77,,YES,,Decimal,0,0,False,NO,16,4134,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[078],WORD,Ballast #1-P Tank Volume @ 78,,YES,,Decimal,0,0,False,NO,16,4211,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[079],WORD,Ballast #1-P Tank Volume @ 79,,YES,,Decimal,0,0,False,NO,16,4290,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[080],WORD,Ballast #1-P Tank Volume @ 80,,YES,,Decimal,0,0,False,NO,16,4371,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[081],WORD,Ballast #1-P Tank Volume @ 81,,YES,,Decimal,0,0,False,NO,16,4454,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[082],WORD,Ballast #1-P Tank Volume @ 82,,YES,,Decimal,0,0,False,NO,16,4539,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[083],WORD,Ballast #1-P Tank Volume @ 83,,YES,,Decimal,0,0,False,NO,16,4626,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[084],WORD,Ballast #1-P Tank Volume @ 84,,YES,,Decimal,0,0,False,NO,16,4720,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[085],WORD,Ballast #1-P Tank Volume @ 85,,YES,,Decimal,0,0,False,NO,16,4819,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[086],WORD,Ballast #1-P Tank Volume @ 86,,YES,,Decimal,0,0,False,NO,16,4922,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[087],WORD,Ballast #1-P Tank Volume @ 87,,YES,,Decimal,0,0,False,NO,16,5026,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[088],WORD,Ballast #1-P Tank Volume @ 88,,YES,,Decimal,0,0,False,NO,16,5131,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[089],WORD,Ballast #1-P Tank Volume @ 89,,YES,,Decimal,0,0,False,NO,16,5238,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[090],WORD,Ballast #1-P Tank Volume @ 90,,YES,,Decimal,0,0,False,NO,16,5347,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[091],WORD,Ballast #1-P Tank Volume @ 91,,YES,,Decimal,0,0,False,NO,16,5456,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[092],WORD,Ballast #1-P Tank Volume @ 92,,YES,,Decimal,0,0,False,NO,16,5567,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[093],WORD,Ballast #1-P Tank Volume @ 93,,YES,,Decimal,0,0,False,NO,16,5680,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[094],WORD,Ballast #1-P Tank Volume @ 94,,YES,,Decimal,0,0,False,NO,16,5794,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[095],WORD,Ballast #1-P Tank Volume @ 95,,YES,,Decimal,0,0,False,NO,16,5912,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[096],WORD,Ballast #1-P Tank Volume @ 96,,YES,,Decimal,0,0,False,NO,16,6037,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[097],WORD,Ballast #1-P Tank Volume @ 97,,YES,,Decimal,0,0,False,NO,16,6167,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[098],WORD,Ballast #1-P Tank Volume @ 98,,YES,,Decimal,0,0,False,NO,16,6299,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[099],WORD,Ballast #1-P Tank Volume @ 99,,YES,,Decimal,0,0,False,NO,16,6432,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[100],WORD,Ballast #1-P Tank Volume @ 100,,YES,,Decimal,0,0,False,NO,16,6564,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[101],WORD,Ballast #1-P Tank Volume @ 101,,YES,,Decimal,0,0,False,NO,16,6697,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
BS_1P_TANK_TABLE[102],WORD,Ballast #1-P Tank Volume @ 102,,YES,,Decimal,0,0,False,NO,16,6831,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},<Symbolic>,,,,,
