##  Shared Name File  Ver. 1.1
##  File created by:  GE FANUC -- CIMPLICITY  Ver. 6.10 Build 5590
##  File created at:  09:42:16  on  05/27/2026.
## 
PT_ID,ACCESS,ACCESS_FILTER,ACK_TIMEOUT,ADDR,ADDR_OFFSET,ADDR_TYPE,ALM_CLASS,ALM_CRITERIA,ALM_DEADBAND,ALM_DELAY,ALM_ENABLE,ALM_HIGH_1,ALM_HIGH_2,ALM_HLP_FILE,ALM_LOW_1,ALM_LOW_2,ALM_MSG,ALM_ROUTE_OPER,ALM_ROUTE_SYSMGR,ALM_ROUTE_USER,ALM_SEVERITY,ALM_STR,ALM_TYPE,ALM_UPDATE_VALUE,ANALOG_DEADBAND,BFR_COUNT,BFR_DUR,BFR_EVENT_PERIOD,BFR_EVENT_PT_ID,BFR_EVENT_TYPE,BFR_EVENT_UNITS,BFR_GATE_COND,BFR_SYNC_TIME,CALC_TYPE,CONV_LIM_HIGH,CONV_LIM_LOW,CONV_TYPE,DELAY_LOAD,DELETE_REQ,DESC,DEVIATION_PT,DEVICE_ID,DISP_LIM_HIGH,DISP_LIM_LOW,DISP_TYPE,DISP_WIDTH,ELEMENTS,ENG_UNITS,ENUM_ID,EQUATION,EXTRA,FW_CONV_EQ,GR_SCREEN,INIT_VAL,JUSTIFICATION,LEVEL,LOCAL,LOG_ACK,LOG_DATA,LOG_DEL,LOG_GEN,LOG_RESET,MAX_STACKED,MEASUREMENT_UNIT_ID,MISC_FLAGS,POLL_AFTER_SET,PRECISION,PROC_ID,PTMGMT_PROC_ID,PT_ENABLED,PT_ORIGIN,PT_SET_INTERVAL,PT_SET_TIME,PT_TYPE,RANGE_HIGH,RANGE_LOW,RAW_LIM_HIGH,RAW_LIM_LOW,REP_TIMEOUT,RESET_ALLOWED,RESET_COND,RESET_PT,RESET_TIMEOUT,RESOURCE_ID,REV_CONV_EQ,ROLLOVER_VAL,SAFETY_PT,SAMPLE_INTV,SAMPLE_INTV_UNIT,SCAN_RATE,SETPOINT_HIGH,SETPOINT_LOW,TIME_OF_DAY,TRIG_CK_PT,TRIG_PT,TRIG_REL,TRIG_VAL,UAFSET,UPDATE_CRITERIA,VARIANCE_VAL,VARS
FO_V24_CLOSE_STATUS,R,,,%I0414,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Disc to Xfer Sys V24 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V24_OPEN_COMMAND,W,,,%G0015,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Disc to Xfer Sys V24 Open C,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V24_OPEN_FAIL,R,,-1,%M1015,0,FQ,FO,ABS,,0,1,,1,FO_V24_OPEN_FAIL,,,FO Pumps Disc V24 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Pump Disc to Xfer Sys V24 Open F,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V24_OPEN_STATUS,R,,,%I0413,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Disc to Xfer Sys V24 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V26_CLOSE_COMMAND,W,,,%G0018,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V26_CLOSE_FAIL,R,,-1,%M1018,0,FQ,FO,ABS,,0,1,,1,FO_V26_CLOSE_FAIL,,,FO Priming Pump Crossover V26 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V26_CLOSE_STATUS,R,,,%I0416,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V26_OPEN_COMMAND,W,,,%G0017,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V26_OPEN_FAIL,R,,-1,%M1017,0,FQ,FO,ABS,,0,1,,1,FO_V26_OPEN_FAIL,,,FO Priming Pump Crossover V26 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V26_OPEN_STATUS,R,,,%I0415,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Pump Xover to Rig Xfer Pump V26,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V32_CLOSE_COMMAND,W,,,%G0134,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Aft Dk Disc Iso V32 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V32_CLOSE_FAIL,R,,-1,%M1216,0,FQ,FO,ABS,,0,1,,1,\FO_V32_CLOSE_FAIL,,,FO Aft Discharge  V32 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Aft Dk Disc Iso V32 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V32_CLOSE_STATUS,R,,,%I0418,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Aft Dk Disc Iso V32 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V32_OPEN_COMMAND,W,,,%G0133,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Aft Dk Disc Iso V32 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V32_OPEN_FAIL,R,,-1,%M1215,0,FQ,FO,ABS,,0,1,,1,\FO_V32_OPEN_FAIL,,,FO Aft Discharge V32 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Aft Dk Disc Iso V32 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V32_OPEN_STATUS,R,,,%I0417,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Aft Dk Disc Iso V32 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V39_CLOSE_COMMAND,W,,,%G0098,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Suction V39 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V39_CLOSE_FAIL,R,,-1,%M1180,0,FQ,FO,ABS,,0,1,,1,FO_V39_CLOSE_FAIL,,,FO #5-P Suction V39 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-P Suction V39 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V39_CLOSE_STATUS,R,,,%I0286,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Suction V39 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V39_OPEN_COMMAND,W,,,%G0097,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Suction V39 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V39_OPEN_FAIL,R,,-1,%M1179,0,FQ,FO,ABS,,0,1,,1,FO_V39_OPEN_FAIL,,,FO #5-P Suction V39 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-P Suction V39 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V39_OPEN_STATUS,R,,,%I0285,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Suction V39 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V40_CLOSE_COMMAND,W,,,%G0100,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Fill V40 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V40_CLOSE_FAIL,R,,-1,%M1182,0,FQ,FO,ABS,,0,1,,1,FO_V40_CLOSE_FAIL,,,FO #5-P Fill V40 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-P Fill V40 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V40_CLOSE_STATUS,R,,,%I0288,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Fill V40 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V40_OPEN_COMMAND,W,,,%G0099,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Fill V40 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V40_OPEN_FAIL,R,,-1,%M1181,0,FQ,FO,ABS,,0,1,,1,FO_V40_OPEN_FAIL,,,FO #5-P Fill V40 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-P Fill V40 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V40_OPEN_STATUS,R,,,%I0287,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-P Fill V40 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V44_CLOSE_COMMAND,W,,,%G0022,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Ship Fill/Disc Dk Conn Iso V44 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V44_CLOSE_FAIL,R,,-1,%M1022,0,FQ,FO,ABS,,0,1,,1,FO_V44_CLOSE_FAIL,,,FO Ship Fill/Disc Dk Conn Iso V44 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Ship Fill/Disc Dk Conn Iso V44 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V44_CLOSE_STATUS,R,,,%I0420,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Ship Fill/Disc Dk Conn Iso V44 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V44_OPEN_COMMAND,W,,,%G0021,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Ship Fill/Disc Dk Conn Iso V44 Open C,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V44_OPEN_FAIL,R,,-1,%M1021,0,FQ,FO,ABS,,0,1,,1,FO_V44_OPEN_FAIL,,,FO Ship Fill/Disc Dk Conn Iso V44 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Ship Fill/Disc Dk Conn Iso V44 Open F,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V44_OPEN_STATUS,R,,,%I0419,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Ship Fill/Disc Dk Conn Iso V44 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V45_CLOSE_COMMAND,W,,,%G0024,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Fill Hdr Shut Off V45 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V45_CLOSE_FAIL,R,,-1,%M1024,0,FQ,FO,ABS,,0,1,,1,FO_V45_CLOSE_FAIL,,,FO Xfer Fill Hdr Shut Off V45 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Fill Hdr Shut Off V45 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V45_CLOSE_STATUS,R,,,%I0422,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Fill Hdr Shut Off V45 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V45_OPEN_COMMAND,W,,,%G0023,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Fill Hdr Shut Off V45 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V45_OPEN_FAIL,R,,-1,%M1023,0,FQ,FO,ABS,,0,1,,1,FO_V45_OPEN_FAIL,,,FO Xfer Fill Hdr Shut Off V45 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Fill Hdr Shut Off V45 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V45_OPEN_STATUS,R,,,%I0421,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Fill Hdr Shut Off V45 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V46_CLOSE_COMMAND,W,,,%G0026,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Suction Hdr Shut Off V46 Close C,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V46_CLOSE_FAIL,R,,-1,%M1026,0,FQ,FO,ABS,,0,1,,1,FO_V46_CLOSE_FAIL,,,FO Xfer Suction Hdr Shut Off V46 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Suction Hdr Shut Off V46 Close F,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V46_CLOSE_STATUS,R,,,%I0424,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Suction Hdr Shut Off V46 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V46_OPEN_COMMAND,W,,,%G0025,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Suction Hdr Shut Off V46 Open Cm,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V46_OPEN_FAIL,R,,-1,%M1025,0,FQ,FO,ABS,,0,1,,1,FO_V46_OPEN_FAIL,,,FO Xfer Suction Hdr Shut Off V46 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO Xfer Suction Hdr Shut Off V46 Open Fa,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V46_OPEN_STATUS,R,,,%I0423,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO Xfer Suction Hdr Shut Off V46 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V48_CLOSE_COMMAND,W,,,%G0142,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Fill V48 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V48_CLOSE_FAIL,R,,-1,%M1140,0,FQ,FO,ABS,,0,1,,1,FO_V48_CLOSE_FAIL,,,FO #5-C Fill V48 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-C Fill V48 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V48_CLOSE_STATUS,R,,,%I0290,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Fill V48 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V48_OPEN_COMMAND,W,,,%G0141,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Fill V48 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V48_OPEN_FAIL,R,,-1,%M1139,0,FQ,FO,ABS,,0,1,,1,FO_V48_OPEN_FAIL,,,FO #5-C Fill V48 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-C Fill V48 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V48_OPEN_STATUS,R,,,%I0289,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Fill V48 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V49_CLOSE_COMMAND,W,,,%G0140,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Suction V49 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
FO_V49_CLOSE_FAIL,R,,-1,%M1138,0,FQ,FO,ABS,,0,1,,1,FO_V49_CLOSE_FAIL,,,FO #5-C Suction V49 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,FO #5-C Suction V49 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
FO_V49_CLOSE_STATUS,R,,,%I0292,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Suction V49 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
FO_V49_OPEN_COMMAND,W,,,%G0139,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,FO #5-C Suction V49 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
