##  Shared Name File  Ver. 1.1
##  File created by:  GE FANUC -- CIMPLICITY  Ver. 6.10 Build 5590
##  File created at:  09:42:16  on  05/27/2026.
## 
PT_ID,ACCESS,ACCESS_FILTER,ACK_TIMEOUT,ADDR,ADDR_OFFSET,ADDR_TYPE,ALM_CLASS,ALM_CRITERIA,ALM_DEADBAND,ALM_DELAY,ALM_ENABLE,ALM_HIGH_1,ALM_HIGH_2,ALM_HLP_FILE,ALM_LOW_1,ALM_LOW_2,ALM_MSG,ALM_ROUTE_OPER,ALM_ROUTE_SYSMGR,ALM_ROUTE_USER,ALM_SEVERITY,ALM_STR,ALM_TYPE,ALM_UPDATE_VALUE,ANALOG_DEADBAND,BFR_COUNT,BFR_DUR,BFR_EVENT_PERIOD,BFR_EVENT_PT_ID,BFR_EVENT_TYPE,BFR_EVENT_UNITS,BFR_GATE_COND,BFR_SYNC_TIME,CALC_TYPE,CONV_LIM_HIGH,CONV_LIM_LOW,CONV_TYPE,DELAY_LOAD,DELETE_REQ,DESC,DEVIATION_PT,DEVICE_ID,DISP_LIM_HIGH,DISP_LIM_LOW,DISP_TYPE,DISP_WIDTH,ELEMENTS,ENG_UNITS,ENUM_ID,EQUATION,EXTRA,FW_CONV_EQ,GR_SCREEN,INIT_VAL,JUSTIFICATION,LEVEL,LOCAL,LOG_ACK,LOG_DATA,LOG_DEL,LOG_GEN,LOG_RESET,MAX_STACKED,MEASUREMENT_UNIT_ID,MISC_FLAGS,POLL_AFTER_SET,PRECISION,PROC_ID,PTMGMT_PROC_ID,PT_ENABLED,PT_ORIGIN,PT_SET_INTERVAL,PT_SET_TIME,PT_TYPE,RANGE_HIGH,RANGE_LOW,RAW_LIM_HIGH,RAW_LIM_LOW,REP_TIMEOUT,RESET_ALLOWED,RESET_COND,RESET_PT,RESET_TIMEOUT,RESOURCE_ID,REV_CONV_EQ,ROLLOVER_VAL,SAFETY_PT,SAMPLE_INTV,SAMPLE_INTV_UNIT,SCAN_RATE,SETPOINT_HIGH,SETPOINT_LOW,TIME_OF_DAY,TRIG_CK_PT,TRIG_PT,TRIG_REL,TRIG_VAL,UAFSET,UPDATE_CRITERIA,VARIANCE_VAL,VARS
DB_V19_OPEN_FAIL,R,,-1,%M1157,0,FQ,DB,ABS,,0,1,,1,\DB_V19_OPEN_FAIL,,,DB Aft Discharge V19 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Aft Dk Disc Iso V19 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V19_OPEN_STATUS,R,,,%I0439,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Aft Dk Disc Iso V19 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V20_CLOSE_COMMAND,W,,,%G0162,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Midship Disc Iso V20 Close Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V20_CLOSE_FAIL,R,,-1,%M1160,0,FQ,DB,ABS,,0,1,,1,\DB_V20_CLOSE_FAIL,,,DB Midship Disc Iso V20 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Midship Disc Iso V20 Close Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V20_CLOSE_STATUS,R,,,%I0442,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Midship Disc Iso V20 Closed,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V20_OPEN_COMMAND,W,,,%G0161,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Midship Disc Iso V20 Open Cmd,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V20_OPEN_FAIL,R,,-1,%M1159,0,FQ,DB,ABS,,0,1,,1,DB_V20_OPEN_FAIL,,,DB Midship Disc Iso V20 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Midship Disc Iso V20 Open Fail,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V20_OPEN_STATUS,R,,,%I0441,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Midship Disc Iso V20 Opened,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V21_CLOSE_COMMAND,W,,,%G0072,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Port Midship Disc Iso V21 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V21_CLOSE_FAIL,R,,-1,%M1116,0,FQ,DB,ABS,,0,1,,1,\DB_V21_CLOSE_FAIL,,,DB Midship Port Discharge V21 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Port Midship Disc Iso V21 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V21_CLOSE_STATUS,R,,,%I0282,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Port Midship Disc Iso V21 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V21_OPEN_COMMAND,W,,,%G0071,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Port Midship Disc Iso V21 Open,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V21_OPEN_FAIL,R,,-1,%M1115,0,FQ,DB,ABS,,0,1,,1,\DB_V21_OPEN_FAIL,,,DB Midship Port Discharge V21 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Port Midship Disc Iso V21 Open,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V21_OPEN_STATUS,R,,,%I0281,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Port Midship Disc Iso V21 Opene,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V22_CLOSE_COMMAND,W,,,%G0202,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Stbd Midship Disc Iso V22 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V22_CLOSE_FAIL,R,,-1,%M1080,0,FQ,DB,ABS,,0,1,,1,\DB_V22_CLOSE_FAIL,,,DB Midship Stbd Discharge V22 Close Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Stbd Midship Disc Iso V22 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V22_CLOSE_STATUS,R,,,%I0284,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Stbd Midship Disc Iso V22 Close,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DB_V22_OPEN_COMMAND,W,,,%G0201,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Stbd Midship Disc Iso V22 Open,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SETPOINT,,,,0,,1,,,,,,NO,,,OC,,1
DB_V22_OPEN_FAIL,R,,-1,%M1079,0,FQ,DB,ABS,,0,1,,1,\DB_V22_OPEN_FAIL,,,DB Midship Stbd Discharge V22 Open Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Stbd Midship Disc Iso V22 Open,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,1,0,,,-1,0,,,-1,TLI_SYSTEM,,,,0,SEC,1,,,,,,NO,,,OC,,1
DB_V22_OPEN_STATUS,R,,,%I0283,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,Dry Bulk Stbd Midship Disc Iso V22 Opene,,TLIPLC,,,d,,1,,,,0,,,,LEFT,0,,,1,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,TLI_SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DEG_F_UNITS_BIT,W,,,%M0007,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,DEG F BIT FROM CMPLICITY,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,$MAC_FR,,,,0,,5,,,,,,NO,,,OC,,1
DELAY_CHANGE_PASS,W,,,%R00005,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,change delay screen password,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$SYSTEM,,,,0,,1,,,,,,NO,,,OC,,1
DELAY_LOGON,W,,,%M0033,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,delay logon bit,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,BOOL,1,0,,,,,,,,$MAC_FR,,,,0,,1,,,,,,NO,,,OC,,1
DELAY_PASSWORD,W,,,%R00001,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,NO,0,,delay logon password,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,,,,0,,1,,,,,,NO,,,OC,,1
DIRTY_OIL_TANK_HI,W,,-1,%M3278,0,FQ,AUX,ABS,,0,1,,1,\AUX#1_BAT_VOLT_LO,,,Dirty Oil Tank Level High,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dirty Oil Tank Level High,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,0,0,0,1,0,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
DPS2A_SUPPLY1_FAIL,W,,-1,%M3090,0,FQ,BATTR,ABS,,0,1,,1,\DPS2A_SUPPLY1_FAIL,,,DPS-2A Power Supply 1 Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,DPS-2A Power Supply 1 Fail,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
DPS2A_SUPPLY2_FAIL,W,,-1,%M3091,0,FQ,BATTR,ABS,,0,1,,1,\DPS2A_SUPPLY2_FAIL,,,DPS-2A Power Supply 2 Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,DPS-2A Power Supply 2 Fail,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
DPS2B_SUPPLY1_FAIL,W,,-1,%M3257,0,FQ,BATTR,ABS,,0,1,,1,\DPS2B_SUPPLY1_FAIL,,,DPS-2B Power Supply 1 Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,DPS-2B Power Supply 1 Fail,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
DPS2B_SUPPLY2_FAIL,W,,-1,%M3258,0,FQ,BATTR,ABS,,0,1,,1,\DPS2B_SUPPLY2_FAIL,,,DPS-2B Power Supply 2 Fail,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,DPS-2B Power Supply 2 Fail,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,1,0,1,1,1,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
DRY_BULK_COOL_FAIL,W,,-1,%M3275,0,FQ,AUX,ABS,,0,1,,1,\STT_SERVO_OIL_PRES_LO,,,Dry Bulk Cooling Pump Failure,1,1,1,100,1,AL,0,0,0,0,0,,1,0,0,0,,,,NO,0,AR,Dry Bulk Cooling Pump Failure,,ALARMPLC,,,d,,1,,,,0,,,,LEFT,0,,0,0,1,1,0,0,,00,1,,,,1,D,,,BOOL,,,,,-1,0,,,-1,$MAC_FR,,,,0,SEC,1,,,,,,NO,,,OC,,1
D_AGEN_BAT_CHARGER,W,,,%R21821,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,2,0,,,,NO,,,OC,,1
D_AGEN_BAT_VOLTAGE,W,,,%R21831,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_JACKET_WTR_LVL,W,,,%R21791,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_JACKET_WTR_TEMP,W,,,%R21801,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_LUBE_OIL_PRESS,W,,,%R21771,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_LUBE_OIL_TEMP,W,,,%R21781,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_NDE_BEAR_TEMP_HI,W,,,%R23011,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_NDE_BEAR_TEMP_HIHI,W,,,%R23081,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_RACOR_FILTER_DIRTY,W,,,%R21811,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AGEN_SPARE,W,,,%R21841,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AUX#1_BAT_CHARGER,W,,,%R21531,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AUX#1_BAT_VOLTAGE,W,,,%R21541,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AUX#2_BAT_CHARGER,W,,,%R21571,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_AUX#2_BAT_VOLTAGE,W,,,%R21581,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BACK_UP#1_BAT_CHARGER,W,,,%R22471,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BACK_UP#1_BAT_VOLTAGE,W,,,%R22481,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BACK_UP#2_BAT_CHARGER,W,,,%R22491,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BACK_UP#2_BAT_VOLTAGE,W,,,%R22501,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SELFALIGN,W,,,%R26131,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.1,W,,,%R26011,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.10,W,,,%R26101,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.11,W,,,%R26111,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.12,W,,,%R26121,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.2,W,,,%R26021,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.3,W,,,%R26031,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.4,W,,,%R26041,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.5,W,,,%R26051,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.6,W,,,%R26061,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
D_BEAR.PORT.SHAFT.7,W,,,%R26071,0,FQ,,,,0,,,,,,,,,,,0,1,,0,0,0,0,0,,1,0,0,0,,,,CS,0,,Delay variable for respective alarm,,ALARMPLC,,,f,,1,,,,0,%p/10,,,LEFT,0,,,0,,,,,,00,1,,,,1,D,,,INT,,,,,,,,,,$MAC_FR,%p*10,,,0,,1,20,0,,,,NO,,,OC,,1
